video_title,channel,author,text,likes,replies,primary,all,length,published_at
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@리락쿠마-o6t,모든 사람이 결혼해야 행복한건 아닙니다. 혼자 사는게 체질에 맞는 사람도 있어요.,1234,35,자기서사,자기서사,45,2024-04-08
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@더잘-m3b,혼자 밥. 먹을때 세상 자유롭다 ㅎㅎ,1225,8,기타,,20,2025-12-22
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@초이민-b7q,결국 인생은 혼자 혼자가 편하고 안정된 마음이에요,1186,25,기타,,27,2024-05-04
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@Likeflute16,공감합니다.나이가 들수록 혼자 취미생활하고 보내는 시간들이 편합니다.사람관계는 적정한 거리를 유지했을때가 가장 좋은거 같습니다.,1145,8,정체성확인,정체성확인,71,2023-09-18
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@aipara1154,경조사 때문에 친구를 사귀거나 유지해야한다고 생각하시는 분들. 결국 남들에게 보여지는 삶을 사는겁니다. 본인들만을 위한 행복한 삶을 사세요.,1129,19,기타,,78,2023-09-23
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@그래서-v1n,진심이 없는 각종 경조사ㆍ기념일 안챙기기 시작했어요.(받지도 주지도 말자!),1127,3,기타,,42,2026-04-03
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@espressoeu,"맞아요 핀란드도 그렇고 미국에서도 남을 평가하는걸 제일 무례하다고 배워요. 외모평가, 지적질을 서로가 안하면 마음에 평화가 옵니다. 셀프지적도 하지말라고 합니다. 괜찮아 그럴수도있지 마인드랑 비슷.",1088,11,기타,,110,2025-07-11
혼자가 편한 사람 특징,픽고 PICKGO,@무지개-i1g,진짜 맞다 다른 사람이랑 대화를 하면 나를 꾸미게 돼서 너무 피곤함 애써 밝은척 관심있는척 리액션 해야되는거 너무 지침..하 어뜩해,1058,0,자기참조,자기참조,73,2023-09-22
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@별사탕-r7w,사람관계는 그냥 인사정도하고 지내는것이 가장편한것같아요 친하게 지내면 무엇을하든 맞춰야되니 신경쓰이고 머리아파요,1057,14,기타,,62,2024-05-04
혼자 있을 때 가장 행복한 사람 특징,놀면서 배우는 심리학,@안콜라,집에서 청소하고 빨래하고 음악듣구 커피랑 빵먹고 저녁에 엽떡먹고 세상 행복. . 단 마음의 평온이 뒷받침 되야. . . . .,1014,7,기타,,70,2024-06-25
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@묘견한J,괴롭고 더 외로움..ㅋㅋ 아무도없어서느끼는 외로움보다 옆에있지만 느끼는 외로움이 진짜 고통임,1010,14,위안,위안|자기참조,51,2024-08-26
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@forever3g,50되니 혼자있어도 외롭지가 않아요. 오히려 그 시간이 저를 더 행복하게 만들어줍니다,1001,22,기타,,47,2025-12-23
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@모래시계-c7d,어제 내가 좋아하는 빵집에서 너무나 맛있는 신상 빵을 먹고 (이것만으로 1차행복) 동네 예쁜 공원을 걸어 집으로 돌아가는 길에 계속 날씨가 덥다가 간만에 시원~~한 바람이 내 몸을 감싸는데..... 그 순간 너무 행복해서 오늘은 완벽한날이다 생각했다 ㅋㅋ 너무 소소하지만 행복한 하루였다,992,7,자기서사,자기서사|자기참조,160,2025-07-13
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@seabase5908,지능이 높으면 지능 낮은 일반 사람과의 대화가 고통이다,983,54,기타,,30,2026-01-03
"혼자 시간을 보내는 사람이 매력 있는 이유, 외로움을 다루는 방법 (feat.오은영)[인스타그램, 인스타중독, SNS, 오은영, 외로움, 자존감, 우울증]",도서관 오목눈이,@eyesonme02,확실한건 이거인듯 혼자여도 할게 있어야함 막연히 폰만 바라보거나 항상 하던 게임 그런게 아니라 새롭게 알아가듯이 뇌를 자극시켜주는게 필요하다고 느낌 쳐질수록 더욱 나태해지는게 본성임 바뀌려 생각만 하지말고 몸이 움직여야함 반복된 일상에 자극을 줘야함,968,2,자기참조,자기참조,139,2024-01-21
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@또봄-m8s,시대에 따라 다른듯 옛날만해도 내향적이라도 사람들 가끔만나는게 즐거웠는데 지금 시대는 너무 다양한 즐길거리나 휴대폰 컴퓨터등 혼자만의 시간을 써도 부족할만큼 폭이 방대해져서 혼자만의 시간이 소중함,964,12,자기서사,자기서사|자기참조,109,2025-07-11
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@친절한정선생기타,혼자 커피 마시며 책보는 게 가장 행복합니다.,963,10,기타,,25,2025-04-14
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@블루바다_jyr,친구보다 자연이 더 위안이 되고 좋다 친구 없는 거보다 돈 없는 게 더 무서움,934,19,위안,위안,43,2025-01-13
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@전진-v4h,"약속은 한 달에 한두번 잡고 식물 키우면서 시간날 때 그림을 그립니다. 외로울 틈이 없습니다. 햇살 드는 베란다, 연두빛 새잎 올리는 식물, 차 한 잔, 음악까지 더해지는 날은 세상 행복합니다.",933,29,위안,위안,108,2025-12-23
점점 혼자가 편한 이유,픽고 PICKGO,@용희YH,인싸보단 아싸로 사는게 평범하고 편하게사는 방법일지도 모름. 그리고 굳이 인싸로 다들 살필요도 없고 한번뿐인 인생 겪어야할 수많은 힘겨움이 가뜩이나 많은데 맘이라도 자기 성향대로 편하게 살아야. (물론 자기할일은 다하고 남에게 피해주지않는 선),908,5,기타,,136,2023-12-01
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@user-gv4rl3ju2x,둘이 있을때 외로운게 혼자 있을때 외로운거 보다 훨씬 외로워요.. 슬프기도 하고,902,20,위안,위안,44,2024-04-08
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@eongj654,"나도 혼자 있을때만 충전되는 스타일임. 그렇다고 못노느냐 하면 그렇지도 않음. 나가면 사람들이랑 어울려서 잘 노는데, 사람들이랑 같이 있으면 에너지가 방전되는 느낌이랄까. 여튼 무조건 혼자 있는 시간이 있어야 함.",901,5,정체성확인,정체성확인|자기참조,119,2023-10-19
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@백미숙-x3z,형제도 자주보니 힘들어요 형제지만 성격틀리고 생각이 다르죠 자주보니 스트레스입니다 피곤해요 사람들은 자주만나면 피곤합니다,888,21,기타,,67,2024-12-06
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@mrs4367,"다 똑같진 않겠지만 50대가 넘어 보니, 내 맘같은 친구 없고 영원한 것 또한 없습디다..",885,14,정체성확인,정체성확인|자기서사|자기참조,50,2023-09-18
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@hello-kr684,인간관계가 참 어려운 것 같음...,869,0,자기참조,자기참조,19,2026-01-17
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@냥냥이-d5h,내가 저런 유형인데 어렸을적 부터 내 감정을 수용받아본경험도 거의 없고 마음고생하는데 나를 도와주는 사람도 없었음 그러다보니 혼자 삭히는게 익숙해짐 그러면서 사람들때매 상처도 많다보니 더이상 인간에게 미련이없음 괴로운거보다 차라리 외로운게 나음,867,12,자기서사,위안|자기서사|자기참조,136,2024-09-07
점점 혼자가 편한 이유,픽고 PICKGO,@예또밤,극 i인데.. 혼자가 편함...그리고 외로움을 안탐 그냥 혼자 여행가고 혼자 영화보고 혼자 밥먹는게 편함 나이들수록 혼자가 더 편한듯😊,861,10,위안,위안|자기참조,76,2024-02-08
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@insight_popcorn,인간의 불행중 상당수는 혼자 있을 수 없어서 생긴다. ㅡ쇼펜하우어,860,21,기타,,36,2024-12-06
점점 혼자가 편한 이유,픽고 PICKGO,@미세서-l1l,귀찮아 걍... 애들이 가자고 할때 낑겨 가거나 누가 부르면 나감,857,0,기타,,36,2023-12-01
혼자가 편한 사람 특징,픽고 PICKGO,@이은진-q1i,진짜 인정 굳이 연락 일부러 안하고 있다가 생각나서 얀락하면 편하게 연락이 이어지는 관계가 너무 좋음,845,5,정체성확인,정체성확인,56,2023-04-22
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@jhk9833,"40이 넘어가니 가족이나 와이프, 친구들이 놀아주거나 연락하면 물론 좋지만 혼자 놔두면 두 배로 더 좋습니다 ㅋㅋㅋ 인간관계는 양보다 질이 중요",844,7,자기서사,자기서사,80,2025-08-23
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@캐롯점퍼스,언제가는 인간관계는 틀어짐 영원한 관계는 없음,833,15,자기서사,자기서사|자기참조,25,2024-12-16
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@user-pd5tb1kx1s,십대 이십대분들이 이 영상 많이 보셨으면 좋겠네요. 저는 이것을 40대에 코로나 거리두기하면서 깨달았거든요. 좋은친구 만나는일은 좋은부모를 만나는것만큼 힘든 일이에요. 혼자 고요하게 있는 시간이 세상에서 가장 평화로와요,829,5,자기서사,지식|자기서사|자기참조,122,2023-09-26
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@avextrax4371,혼자는 외롭고. 둘 이상은 괴롭다.,828,25,기타,,19,2025-04-11
점점 혼자가 편한 이유,픽고 PICKGO,@orange5186,같이 다니는 것도 에너지 넘치던 시절이나 하는거지 이젠 기빨려서 혼자가 제일 편함. 만나면 괜한 말 할까봐 걱정스럽기도 하고 말많은 사람이랑 같이 있으면 일단 너무 힘듦,825,0,자기참조,자기참조,94,2023-12-15
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@chuchu3517,말씀대로라면 저는 천재같아요. 가슴이 벅차오릅니다!ㅎㅎㅎㅎㅎ,812,47,자기서사,자기서사|자기참조,33,2025-12-22
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@산타바바라,나의 성공을 친구에게 이야기해도 나의 실패를 친구에게 이야기해도 정말 진심을 담아 축하받고 위로받기 힘듭니다. 나의 성공은 누군가에게 시기와 질투의 대상이 되고 나의 실패는 그들에게 상대적 위안과 술안주감을 제공하지요. 오직 내 아내와 내가 낳은 자식들만이 온전히 나의 성공과 실패에 진심을 다해 기쁘하고 슬퍼해줄 뿐입니다. 저는 오십대가 된후 오직 제 가족 에게 제 모든 시간과 에너지를 쏟습니다.,811,32,자기서사,위안|자기서사|자기참조,223,2025-08-24
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@vertigo4441,결혼도 가족끼리 하고 장례도 가족장으로 하는 분위기가 빨리 와야된다. 과거에는 품앗이라고 서로 보탠 돈이 큰 도움이 되었지만 지금은 여유가 있어서 굳이 눈치보인다고 하객 알바에 돈 쓰고 예식장 장례식장에 돈 퍼다 줄 이유가 없음...,807,29,자기서사,자기서사,130,2023-09-19
혼자가 편한 사람 특징,픽고 PICKGO,@Grassman03,서로 약간 사람 만나는거 별로 안좋아한다는 사실을 알고 둘 다 쿨한 친구끼리 만나는게 최고임 제안을 해도 서로 거절하기 편하고 서로 전혀 불편하지도 않음,791,2,자기서사,자기서사|자기참조,85,2023-04-29
혼자가 편한 사람 특징,픽고 PICKGO,@액션가면-n7o,어릴적부터 성격이 소심하고 재미없으니 어느 무리에 들어가도 노잼이라고 튕겨져 나오거나 만만한 포지션으로 찍히거나 꼭 둘중 하나였어서 어느정도 사리분별 가능한 나이가 되고부터는 인간관계 집착을 버리고 성격적으로 맞고 날 존중해주는 최소한의 인맥 몇명만 남겨두고 살고 있는데 종종 인싸성향 타인으로부터 재미없게 뭐하러 그러고 사냐는 식의 태클이 걸려와도 현재의 삶이 지금까지에 있어서 가장 편하다는 걸 알고 또 혼자만의 취미도 굳건해서 딱히 신경쓰이진 않음ㅋㅋ 다만 사람 많은 곳에서 정신 바짝 차리고 주도적으로 뭔가 해야한다거나 오래 연락 단절돼서 인연 끝인줄 알았던 사람에게서 갑자기 카톡 연락이나 기프티콘 날아왔을때 어떻게 답장하고 보답할지 고민하며 식은땀 흘릴 때면 역시 이런 성격이 원망스러워지기도 하고..🥲,787,8,자기서사,자기서사,400,2023-06-18
혼자서 잘 사는 사람 특징,놀면서 배우는 심리학,@Gmkqjd,제가 혼자여도 괜찮다는걸 알게된것은 문제가 생겼을때 주변사람과 의논하면 동네방네 말들이 많아진다는걸알고 문제해결방법을 책에서 찾기시작하면서 부터예요 책은 도움도 주고 주변에 떨들지도않아요 정말 좋은 친구입니다,787,7,자기서사,자기서사|자기참조,116,2024-12-20
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@hilllight9518,누군가가 그러더군요 결혼은 홀로서기가 된 사람이 결혼을 해야 행복하게 살수 있다고...,785,14,자기서사,자기서사,48,2024-04-07
